budget,calls,category,correct,family,input_tokens,judgments,method,mode,output_tokens,plan_id,reference_feasible,remaining,scenario_id
1,4,correct_infeasibility,True,infeasible,8936,0,E,model,604,,False,1,pilot-46
1,4,correct_infeasibility,True,infeasible,8936,0,E,oracle,604,,False,1,pilot-46
2,4,correct_infeasibility,True,infeasible,8936,0,E,model,604,,False,1,pilot-46
2,4,correct_infeasibility,True,infeasible,8936,0,E,oracle,604,,False,1,pilot-46
4,4,correct_infeasibility,True,infeasible,8936,0,E,model,604,,False,1,pilot-46
4,4,correct_infeasibility,True,infeasible,8936,0,E,oracle,604,,False,1,pilot-46
0,1,correct_infeasibility,True,infeasible,2234,0,A,model,134,,False,,pilot-46
0,4,correct_feasible_plan,True,transfers,8984,0,D,model,516,f7eccaa8180760187d13,True,2,pilot-47
0,4,correct_feasible_plan,True,transfers,8984,0,D,oracle,516,f7eccaa8180760187d13,True,2,pilot-47
1,5,correct_feasible_plan,True,transfers,9529,1,D,model,577,3308798f8236675e079f,True,1,pilot-47
1,4,correct_feasible_plan,True,transfers,8984,1,D,oracle,516,3308798f8236675e079f,True,1,pilot-47
2,5,correct_feasible_plan,True,transfers,9529,1,D,model,577,3308798f8236675e079f,True,1,pilot-47
2,4,correct_feasible_plan,True,transfers,8984,1,D,oracle,516,3308798f8236675e079f,True,1,pilot-47
4,5,correct_feasible_plan,True,transfers,9529,1,D,model,577,3308798f8236675e079f,True,1,pilot-47
4,4,correct_feasible_plan,True,transfers,8984,1,D,oracle,516,3308798f8236675e079f,True,1,pilot-47
0,4,correct_feasible_plan,True,transfers,8984,0,E,model,516,f7eccaa8180760187d13,True,2,pilot-47
0,4,correct_feasible_plan,True,transfers,8984,0,E,oracle,516,f7eccaa8180760187d13,True,2,pilot-47
1,5,correct_feasible_plan,True,transfers,9529,1,E,model,577,3308798f8236675e079f,True,1,pilot-47
1,4,correct_feasible_plan,True,transfers,8984,1,E,oracle,516,3308798f8236675e079f,True,1,pilot-47
2,5,correct_feasible_plan,True,transfers,9529,1,E,model,577,3308798f8236675e079f,True,1,pilot-47
2,4,correct_feasible_plan,True,transfers,8984,1,E,oracle,516,3308798f8236675e079f,True,1,pilot-47
4,5,correct_feasible_plan,True,transfers,9529,1,E,model,577,3308798f8236675e079f,True,1,pilot-47
4,4,correct_feasible_plan,True,transfers,8984,1,E,oracle,516,3308798f8236675e079f,True,1,pilot-47
0,1,correct_feasible_plan,True,transfers,2246,0,A,model,123,f7eccaa8180760187d13,True,,pilot-47
